No. Adq.,Título,Autor,Vol/Tomo/Año,Clasificación,ISBN/ISSN,Estado,Tipo,Colección,,,
55357,LA LITERATURA UNIVERSAL A TRAVEZ DE AUTORES SELECTOS,"EDMEE ALVAREZ, MARIA",-2005,PQ6712 LL792,978-84-666-4739-7,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
55323,LITERATURA ESPAÑOLA,"ONRUBIA DE MENDOZA, JOSE",-1969,PQ6623 M671,978-84-666-3748-0,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
5529,LITERATURAS INDIGENAS DE MEXICO,"LEON-PORTILLA, MIGUEL",-1992,C DG533 S988,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
5528,HISTORIA SOCIAL DE LA LITERATURA Y EL ARTE II : DESDE EL ROCOCO HASTA LA EPOCA DEL CINE,"HAUSER, ARNOLD",-2005,C DG533 S988,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
54321,LA GENERACION DEL 98,"MOLINA, ANTONIO F.",-1968,PM4063 L579 t.6,978-607-7630-53-1,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
53743,LA FILOSOFIA EN EL TOCADOR,"SADE, MARQUES DE",-2003,PT2613 .R338 G768e,978-970-731-127-5,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
5342,"CUENTOS, HISTORIETAS Y FABULAS","SADE, MARQUEZ DE",-2003,LC5309 .Q4 L471 CQ,968-29-2020-1,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
5341,LITERATURA MODERNA : TRAZOS Y CAMINOS,"PERALES ORTEGON, LAURA ELENA",-2005,LC5309 .Q4 L471 CQ,968-29-2020-1,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
53382,HISTORIA SOCIAL DE LA LITERATURA Y EL ARTE 1 : DESDE LA PREHISTORIA HASTA EL BARROCO,"HAUSER, ARNOLD",-1998,PR6066 P982,84-406-3296-7,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
53370,LITERATURA HEBRAICO ESPAÑOLA,"MILLAS VALLICROSA, JOSE Ma.",-1967,PQ2678 R587,978-84-666-3742-8,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
53365,LITERATURA ARABE,"VERNET, JUAN",-196,PQ7298.413 C112,978-84-9872-178-2,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
53183,MAS ALLA DEL CODIGO DA VINCI,"CHANDELLE, RENE",-2004,PQ7297 .R386 P649,970-640-339-6,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
53171,LITERATURA ARGENTINA,"BERENGUER CARISOMO, A.",-1970,PQ9698.13 .O3546 C672p,968-59-5783-5,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
53142,ANIMALIA,"REYES, ALFONSO",-1990,PS3557 .O359 G618,978-970-731-136-7,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
52638,TRAZOS DE HISTORIA LITERARIA,"REYES, ALFONSO, 1889-1959",-1951,PQ6666 .O88 P857,978-84-666-2674-3,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
52604,MEMORIAL DE MASCARONES Y OTROS ENSAYOS,"XIRAU, RAMON",-1995,PQ2719 S244c,978-970-810-396-1,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
525,ALBUM DE ZOOLOGIA,"PACHECO, JOSE EMILIO",-1998,AC9 B846 1976 v.33,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
52270,CALACAS,"BONIFAZ NUÑO, RUBEN",-2003,PT513 S579,978-970-770-413-0,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
52123,OBRAS,"GOMEZ ROBLEDO, ANTONIO",t6 (2001),PT2640 S964,968-6005-17-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
520,OBRAS,"GOMEZ ROBLEDO, ANTONIO",t8 (2001),AC9 B846 v.56,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
51843,OBRAS,"GOMEZ ROBLEDO, ANTONIO",t5 (2001),PR6023 L673,84-08-06266-2,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
51705,OBRAS,"GOMEZ ROBLEDO, ANTONIO",t12 (2001),PS3569 S613,84-666-0655-6,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
51338,OBRAS,"GOMEZ ROBLEDO, ANTONIO",t9 (2001),N6490 M398,85-7416-241-8,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
51147,OBRAS,"GOMEZ ROBLEDO, ANTONIO",t11 (2001),PE1117 T969,968-15-1540-4,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
51063,OBRAS,"GOMEZ ROBLEDO, ANTONIO",t7 (2001),PQ7298.13 .E55 C392 2006,970-688-905-1,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
51026,OBRAS,"GOMEZ ROBLEDO, ANTONIO",t10 (2001),PR6023 L673c,84-08-06263-8,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
51025,AMERICA EN EL ESPIRITU FRANCES DEL SIGLO XVIII,"ZAVALA, SILVIO",-1998,PR6023 L673c,84-08-06263-8,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
51023,"MELIBEA, ISOLDA Y ALDA : EN TIERRAS CALIDAS","YAÑEZ, AGUSTIN",-1946,PR6023 L673c,84-08-06263-8,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
51022,HOMBRECITOS...,"ALCOTT, LOUISA M",-1967,PR6023 L673c,84-08-06263-8,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
50969,VIDAS PARALELAS : ALEJANDRO Y JULIO CESAR,PLUTARCO,-1994,PR6023 L673,84-08-06266-2,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
50692,LA JOVEN DE LA PERLA,"CHEVALIER, TRACY",-2001,PQ8179 G216,968-13-1574-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
50503,ALBINA Y LOS HOMBRES-PERRO,"JODOROWSKY, ALEJANDRO",-2000,PS3552 .B2 Ch454ma,84-7927-761-0,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
50502,CUENTOS DE TERROR,[*SIN AUTOR*],-1997,PS3552 .B2 Ch454m,84-7957-521-9,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
50476,"ODAS (OLMPICAS, PITICAS, NEMEAS, ISTMICAS)",PINDARO,-1992,PQ7081 O16,968-444-280-7,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
50463,ESCRITURA Y SECRETO,"VALENZUELA, LUISA",-2003,PQ8519 B462t 2006,970-731-116-9,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
5034,LITERATURA UNIVERSAL : INTRODUCCION AL ANALISIS DE TEXTOS,"CORREA PEREZ, ALICIA",-2004,AC9 B846 v.158,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
50256,LA ILIADA,HOMERO,-2004,PQ7297 .P66 P797pi,970-731-083-9,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
50222,AUTOLOGIA GENERAL DE LA LITERATURA BRASILEÑA,[*SIN AUTOR*],-1995,PQ7298 C119,968-5963-81-9,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
501649,LA TREGUA,"BENEDETTI, MARIO",-2002,PS3561 .I483 K54u 2003,84-9759-429-0,DISPONIBLE,Libros,ARQUITECTURA CAMPUS NORTE,,,
501601,"COMO AGUA PARA CHOCOLATE : NOVELA DE ENTREGAS MENSUALES CON RECETAS, AMORES Y REMEDIOS CASEROS","ESQUIVEL, LAURA",-2003,PQ7797 C827r,9.79E+12,DISPONIBLE,Libros,ARQUITECTURA CAMPUS NORTE,,,
501597,EL GRITO SILENCIADO,"TURTAJADA, ANA",-2004,PQ9698.13 .O3546 C672ae 2022,9.79E+12,DISPONIBLE,Libros,ARQUITECTURA CAMPUS NORTE,,,
501596,CITAS DE UN DIA,"JITRIK, NOE",-1992,PQ9698.13 .O3546 C672ae 2022,9.79E+12,DISPONIBLE,Libros,ARQUITECTURA CAMPUS NORTE,,,
501573,EL SEÑOR DE LAS MOSCAS,"GULDING, WILLIAM",-1998,PQ8180.17 .A73 G216c,9.79E+12,DISPONIBLE,Libros,ARQUITECTURA CAMPUS NORTE,,,
501572,UN ARTE DE HACER RUINAS Y OTROS CUENTOS,"PONTE, JOSE ANTONIO",-2005,PQ8180.17 .A73 G216c,9.79E+12,DISPONIBLE,Libros,ARQUITECTURA CAMPUS NORTE,,,
501567,ARMADILLO,"BOYD, WILLIAM",-1998,PS1017 .L518 A355 2022,9.79E+12,DISPONIBLE,Libros,ARQUITECTURA CAMPUS NORTE,,,
501566,OBRAS,"SANDOVAL ZAPATA, LUIS DE",-2005,PS1017 .L518 A355 2022,9.79E+12,DISPONIBLE,Libros,ARQUITECTURA CAMPUS NORTE,,,
501557,ESTAS PAGINAS MIAS,"ARREOLA, JUAN JOSE",-2005,PQ7797 C827r,9.79E+12,DISPONIBLE,Libros,ARQUITECTURA CAMPUS NORTE,,,
501450,"EL LABERINTO DE LA SOLEDAD : POSDATA / VUELTA A ""EL LABERINTO DE LA SOLEDAD""","PAZ, OCTAVIO",-2005,NA9132 H557 2018,9.79E+12,DISPONIBLE,Libros,ARQUITECTURA CAMPUS NORTE,,,
501192,BALUN-CANAN,"CASTELLANOS, ROSARIO",-2004,PQ2643 V166 2007,978-970-32-5003-5,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
50029,LA MUERTE TIENE PERMISO,"VALADES, EDMUNDO",-2005,PN86 E24 2005,970-07-5765-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
5000,LAS AVES EN LA POESIA CASTELLANA,"NOVO, SALVADOR, 1904-1974",-2005,AC9 N962 v.100,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
49955,CONFIANZA O SOSPECHA : UNA PREGUNTA SOBRE EL OFICIO DE ESCRIBIR,"JOSIPOVICI, GABRIEL",-2002,F1219.73 L579i 1992,968-16-3877-8,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
49943,OBJETOS SOBRE UNA MESA : DESORDEN ARMONIOSO EN ARTE Y LITERATURA,"DAVENPORT, GUY",-1998,NX180 .S6 H376h 2005,84-9793-221-8,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
4988,"NIETZSCHE, LA VIDA COMO LITERATURA","NEHAMAS, ALEXANDER",-2002,AC9 N962 v.77,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
49720,EL CAMINO DE LOS GRIEGOS,"HAMILTON, EDITH",-2002,PQ2063 S125f,84-9764-480-8,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
49719,"FAULKNER, MISSISSIPPI","GLISSANT, EDOUARD",-2002,PQ2063 S125,84-9764-454-9,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
49717,EL LIBRO DE LOS LIBROS DE CHILAM BALAM,[*SIN AUTOR*],-2005,PN778 P426,970-686-491-1,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
49667,EXTREMOS DE AMERICA,"COSIO VILLEGAS, DANIEL",-2004,PQ7081 O16,968-444-280-7,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
49644,ESTUDIOS MEXICANOS,"HENRIQUEZ UREÑA, PEDRO",-2004,NX180 .S6 H376,84-9793-220-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
4953,EL MESIAS DE DUNE,"HERBERT, FRANK",-2004,AC9 N962 v.35,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
4945,FULGOR Y MUERTE DE JOAQUIN MURIETA,"NERUDA, PABLO",-2004,AC9 N961 v.25,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
49302,ESTRAVAGARIO,"NERUDA, PABLO",-2003,PS3552 .B2 Ch454,970-732-063-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
4929,CANEK,"ABREU GOMEZ, ERMILO",-2005,AC9 N962 v.115,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
49120,"OCTAVIO PAZ, LAS PALABRAS DEL ARBOL","PONIATOWSKA, ELENA",-2004,PQ7297 R457,968-6664-35-7,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
49105,EL SILENCIO DE LOS CORDEROS,"HARRIS, THOMAS, 1940-",-2003,PQ6285 R457,968-413-334-0,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
49087,EL CORAZON DE LA NOCHE,"PACHECO, CRISTINA",-2004,PQ7297 X6,970-640-001-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
49069,VIAJE ALUCINANTE,"ASIMOV, ISAAC",v2 (2004),C PQ7297 .P3 P116,968-411-370-6,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
49067,VIAJE ALUCINANTE,"ASIMOV, ISAAC",v1 (2004),PQ7297 B715,970-640-227-6,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
49025,UN MUNDO FELIZ,"HUXLEY, ALDOUS",-2004,B1019 G633,970-640-158-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
49024,POESIA SELECCION DE PROSA : SAN JUAN DE LA CRUZ,[*SIN AUTOR*],-2002,B1019 G633,970-640-158-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
49023,MOBY DICK,"MELVILLE, HERMAN",-2003,B1019 G633,970-640-158-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
49022,LA TUMBA DEL NILO,"SIMMONAY, BERNARD",-2004,B1019 G633,970-640-158-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
49021,LAZARILLO DE TORMES,[*SIN AUTOR*],-2002,B1019 G633,970-640-158-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
49020,LA TORMENTA DEL SIGLO,"KING, STEPHEN",-2004,B1019 G633,970-640-158-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
49019,LA ZONA MUERTA,"KING, STEPHEN",-2004,B1019 G633,970-640-158-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
49018,CARRIE,"KING, STEPHEN",-2004,B1019 G633,970-640-158-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48982,POR QUIEN DOBLAN LAS CAMPANAS,"HEMINGWAY, ERNEST",-2005,PQ145.7 .A5 Z39 1998,970-640-103-2,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48953,LA ISLA DEL DIA DE ANTES/ UMBERTO ECO ; TR. HELENA LOZANO MIRALES,"ECO, UMBERTO",-2003,PQ7297 Y24,968-413-321-9,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48736,MISERICORDIA,"PEREZ GALDOS, BENITO",-2002,PS3515 A355,968-676-971-4,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48720,LAS MANOS DEL DIA,"NERUDA, PABLO",-2004,PA4369 .A2 P737,84-7640-783-1,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48527,FUNDACION E IMPERIO,"ASIMOR, ISAAC",-2004,PS3553 Ch527,968-19-02830-9,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48488,FRONTERA DE PAPEL,"ORTEGA BLAKE, ARTURO",-2005,PQ8098.2 J63,970-05-1207-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48474,OCHO NOVELAS EJEMPLARES MIGUEL DE CERVANTES,"CERVANTES SAAVEDRA, MIGUEL DE",-2007,PN3435 C965,968-19-0355-2,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48464,JUVENTUD DEL 98,"BLANCO AGUINAGA, CARLOS",-1998,PA4275 P648 1992,968-412-488-0,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48460,FRAGMENTOS DE UN AMOR FURTIVO,"ABAD FACIOLINCE, HECTOR",-1998,PQ7798.32 .A43 V161 2003,84-375-0534-8,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48451,LA NOCHE EN CUESTION,"WOLFF, TOBIAS",-2000,PN595 C824 2004,970-26-0495-8,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48436,EL GRAN CONTINENTE DEL KAN : CLIMA BAJO LA MIRADA DE OCCIDENTE,"SPENCE, JONATHAN D.",-1999,NX180 .S6 H376,84-9793-220-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48427,ANALISIS LITERARIO,"FOURNIER MARCOS, CELINDA",-2002,PA4019 .A2 H766,968-5146-42-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48414,MINERALOGIA,[*SIN AUTOR*],-1999,PQ9635 A634,968-16-4803-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48348,CUENTOS ORIENTALES : EL HOMBRE QUE REVIVIA A LOS MUERTOS. OTRAS HISTORIAS. LAS MIL Y UNA NOCHES,[*SIN AUTOR*],-2005,PQ8519 B462t 2002,84-376-0148-7,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48347,CUENTOS ORIENTALES : LA BRUJA Y EL JOVEN ENAMORADO. OTRAS HISTORIAS. LAS MIL Y UNA NOCHES,[*SIN AUTOR*],-2005,PQ7298.15 .S638 E77c,970-690-748-3,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48311,PLENITUD : TESORO DE SUPERACION PERSONAL,"NERVO, AMADO",-2004,PQ6720 .O7 T699,968-5956-86-3,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48296,LA MEJOR COLECCION DE FABULAS,[*SIN AUTOR*],-2005,PQ8098.1 .L54 A425de,84-9759-254-9,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48285,CUENTOS ORIENTALES : MALEK Y EL COBRE MARAVILLOSO. OTRAS HISTORIAS. LAS MIL Y UNA NOCHES,[*SIN AUTOR*],-2005,PQ7797 J61,950-511-137-1,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48272,LOS LATINOS EN EL BEISBOL DE ESTADOS UNIDOS,"COCKCROFT, JAMES D.",-1999,PR6013 G619,84-206-3411-5,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48252,ANTIGUAS LITERATURAS GERMANICAS,"BORGES, JORGE LUIS",-1951,PQ7390 P813,968-16-7596-7,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48244,SOLO UNA MUERTE EN LISBOA,"WILSON, ROBERT",-2002,PR6052 .O93 B789,84-204-4200-3,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48239,DESTINO : LA MORGUE,"ELLROY, JAMES",-2004,PQ7296 S218,968-16-7290-9,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48238,GENTE INDEPENDIENTE,"LAXNESS, HALLDOR",-2004,PQ7297 A774e,968-16-7460-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48236,PLATONIC SEX,"LIJIMA, AI",-2004,F1210 P348,968-16-7508-8,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48235,GALAHAD : EL HIJO DEL SANTO GRIAL,"MILES, ROSALIND",-2001,PQ7297 C348,968-16-7345-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48233,EL TESTIGO,"VILLORO, JUAN",-2004,PQ7297 V136,968-16-7725-0,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48232,PUERTO LIBRE,"MASTRETTA, ANGELES",-2002,PQ6098 .B5 N945,968-16-7677-7,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48221,EL AGUILA EN LA ALCOBA : LA GUERA RODRIGUEZ EN LOS TIEMPOS DE LA INDEPENDENCIA NACIONAL,"ARRIOIJA VIZCAINO, ADOLFO",-2005,PN56 .T77 J83,968-16-6516-3,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48217,LAS ALMAS ABATIDAS,"URROZ, ELOY",-2000,N8251 .S3 D247,968-16-6533-3,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48216,LOS SECRETOS DEL CODIGO : LA GUIA NO AUTORIZADA A LOS MISTERIOS DETRAS DE EL CODIGO DA VINCI,[*SIN AUTOR*],-2004,B3317 N395,968-16-6535-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48215,HALCON,"JENNINGS, GARY",-2002,DF77 H218,968-16-6534-1,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48209,LA HEREJIA,"SARDOU, ROMAIN",-2004,PS3511 G561,968-16-6645-3,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48205,ECOS DE UNA HERENCIA,"GOMEZ, LOREYNA",-2004,F1435 L697,968-16-7642-4,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48203,LA CONQUISTA DE ALEJANDRO MAGNO,"PRESSFIEL, STEVEN",-2005,F1226 C834,968-16-7326-0,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48199,LOS REYES MALDITOS,"DRUON, MAURICE",v7 (2003),PQ7105 H519,968-16-7342-5,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48173,LOS REYES MALDITOS,"DRUON, MAURICE",v6 (2003),PS3558 .E63 H536m 2004,84-9759-667-6,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48159,A LA SOMBRA DEL PAPA ENFERMO : LOS ESCANDALOS EN EL PONTIFICADO DE JUAN PABLO II Y LA LUCHA POR SU SUCESION : DISCIPULOS DE LA VERDAD,[*SIN AUTOR*],-2001,PQ8097 .N4 N454f,84-9793-216-1,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48158,A LA SOMBRA DEL ANGEL,"BLAIR, KATHRYN SKIDMORE",-2002,PQ8097 .N4 N454e,84-9759-904-7,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48157,LA SUERTE DE LA CONSORTE : LAS ESPOSAS DE LOS GOBERNANTES DE MEXICO : HISTORIA DE UN OLVIDO Y RELATO DE UN FRACASO,"SEFCHOVICH, SARA",-2002,PQ7297 .A33 A162,968-5957-77-0,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48156,ENDER EL XENOCIDA,"CARD, ORSON SCOTT",-1991,PQ8098.1 .L54 A425e 2003,84-9759-251-4,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48148,LA VOZ PROFUNDA : ANTOLOGIA DE LA LITERATURA MEXICANA CONTEMPORANEA EN LENGUAS INDIGENAS,[*SIN AUTOR*],-2004,PQ7297 .P66 P797o,968-5956-02-2,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48139,EL ULTIMO MEROVINGIO,"HOUGAN, JIM",-2004,PS3558 H316s,84-9759-936-5,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48137,LAS SIETE IGLESIAS,"URBAN, MILOS",-2005,PQ7298.26 .A245 P116,970-05-1808-6,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48136,LA HUELLA DEL MAESTRO,"TROTT, SUSAN",-2001,PS3551 .S5 A832v 2004,84-9793-141-6,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48135,LA DAGA,"PULLMAN, PHILIP",-1998,PS3551 .S5 A832v 2004,84-9793-141-6,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48131,EL FIN DE LA LOCURA,"VOLPI, JORGE",-2003,PR6015 .U9 H986u 2004,84-9759-425-8,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48122,LOS REYES MALDITOS,"DRUON, MAURICE",v5 (2003),PQ6455 P745,84-9759-078-3,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48121,LOS REYES MALDITOS,"DRUON, MAURICE",v4 (2003),PS2384 M531,84-9759-487-8,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48116,LOS REYES MALDITOS,"DRUON, MAURICE",v3 (2003),PQ2679 S594 2004,84-9759-854-7,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48112,LOS REYES MALDITOS,"DRUON, MAURICE",v2 (2003),PQ6407 L431,84-9759-057-0,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48106,LOS REYES MALDITOS,"DRUON, MAURICE",-2003,PS3561 .I483 K54t 2004,84-9759-383-9,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48104,EL ZAHIR,"COELHO, PAULO",-2005,PS3561 .I483 K54z 2004,84-9759-313-8,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48097,EL CIRCULO DEL CREPUSCULO,"ISAU, RALF",v4 (2003),PS3561 .I483 K54c 2004,84-9759-569-6,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48096,EL CIRCULO DEL CREPUSCULO,"ISAU, RALF",v3 (2003),PS3515 .E37 H488p 2005,84-9793-502-0,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48095,EL CIRCULO DEL CREPUSCULO,"ISAU, RALF",v2 (2003),PQ4865 .C6 E19i 2003,968-5956-44-8,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48092,TARTUFO. EL ENFERMO IMAGINARIO. EL MEDICO A PALOS. EL AMOR MEDICO. EL AVARO,MOLIERE,-2001,PQ6555 P434mi,84-9759-077-5,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48090,EL LIBRO DE LA SELVA. CAPITANES INTREPIDES,"KIPLING, RUDYARD",-2000,PQ8097 .N4 N454ma,84-9793-217-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48075,IVANHOE. EL PIRATA,"SCOTT, WALTER",-2000,PS3551 .S5 A832f 2004,84-9759-501-7,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48065,LA MADRE. LOS VAGABUNDOS,"GORKI, MAXIMO",-2001,PQ7298.425 O77f,968-5959-06-4,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48058,VEINTICUATRO HORAS DE LA VIDA DE UNA MUJER Y OTROS RELATOS,"ZWEIG, STEFAN",-2003,PS3561 .I483 K54u 2003,84-9759-429-0,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48045,EL SUEÑO DE UNA NOCHE DE VERANO,"SHAKESPEARE, WILLIAM",-2003,PQ6322 C419 2007,84-9759-065-1,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48040,"CARTA AL PADRE ; MEDITACIONES SOBRE EL PECADO, EL SUFRIMIENTO, LA ESPERANZA Y EL CAMINO VERDADERO","KAFKA, FRANZ",-2003,PQ6603 .L15 B638 1998,84-306-0022-1,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48039,EL DICCIONARIO DEL DIABLO,"BIERCE, AMBROSE",-2003,PQ8180.1 .B33 A116f,958-8061-03-2,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48036,MISERICORDIA,"PEREZ GALDOS, BENITO, 1843-1920",-2003,PS3573 .O558 W855,84-204-4223-2,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48024,LA CELESTINA : (TRAGICOMEDIA DE CALIXTO Y MELIBEA),"ROJAS, FERNANDO DE",-2003,DS706 S744,84-03-59540-9,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
48010,NARRACIONES EXRAORDINARIAS,"POE, EDGAR ALLAN",v2 (2003),PQ8098.1 A425,968-5959-37-4,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
47997,NARRACIONES EXRAORDINARIAS,"POE, EDGAR ALLAN",v1 (2003),PN81 F778,970-686-182-3,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
47966,MEMORIA DEL PAISAJE,[*SIN AUTOR*],-2002,C QE26.2 M664,84-494-1284-6,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
47764,POESIA I,"TORRES BODET, JAIME",v1 (1998),PQ7297 C965h,968-15-1829-2,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
47763,OBRAS,"GOMEZ ROBLEDO, ANTONIO",t4 (2001),PQ7297 C965b,968-15-1837-3,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
